user,Gender?,College,Whiskey Sour,Old Fashion,Whiskey Coke,Pickle Back,Tequila Sunrise,Margarita,Freddy��Fudpucker,Bacardi Cocktail,Rum and Coke,Mojito,Daiquiri,Malibu,Blue Hawaii,Mai Tai,Gimlet,Gin and Tonic,French 75,White Russian,Cran Vodka,Appletini,Cosmo,Blue Guy,Screwdriver,Moscow Mule,Lemon Drop,Sex on the Beach,Mimosa,Long Island,SF Slide,"Please add you favorite drinks we may have missed (seperate multiple values with a ',')",Start Date (UTC),Submit Date (UTC),Network ID
69b6e3452fc45f18c2a59b12824e8941,Male,College of LAS,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,,10/5/16 21:36,10/5/16 21:39,807d12718c
93bab236fa1fbc6690d5a73e5e42ab7e,Female,College of Business,1,0,-1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,,10/5/16 21:37,10/5/16 21:41,ad11761d4c
529af20bc868b3920f7de44876902373,Male,College of Engineering,0,1,-1,-1,1,1,0,1,1,1,0,0,1,-1,1,1,-1,1,1,0,0,0,0,0,0,0,1,1,1,,10/5/16 21:40,10/5/16 21:42,d402544cf3
9e3837a177f2f856102c7854f1b2d488,Male,College of Engineering,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,0,0,0,-1,1,1,0,,10/5/16 21:34,10/5/16 21:48,f04c61439e
111f72b02770d8ee87b969b29b61d08a,Female,Other,-1,0,1,0,1,1,0,0,1,1,1,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Beer,10/5/16 21:56,10/5/16 22:02,4ac1f13de6
2cd5a579add23a5bbf026a9302f75380,Male,College of Engineering,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,0,,10/5/16 22:14,10/5/16 22:17,0629b72a52
d940e31c05164c82335a98a21df96383,Male,College of LAS,-1,-1,-1,-1,-1,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Beer,10/5/16 22:19,10/5/16 22:21,6e7131f605
17f1b60fb9e61a0e8fe041d0539f0de9,Male,College of Engineering,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,10/5/16 22:47,10/5/16 22:49,5dfa13f352
54ac895f0764ab1cf3033036a04d131e,Male,College of Engineering,-1,1,0,-1,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Viniq,10/5/16 23:05,10/5/16 23:08,a2fc0eff59
86ea14d1006d44ba8a2c68e744e44ab0,Male,College of Engineering,1,0,1,0,0,1,0,1,1,1,1,1,0,-1,0,1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,0,,10/5/16 23:51,10/5/16 23:53,d7bb5e6d29
84bdeaba29da55b1dc955b14595fdfd3,Male,College of LAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bleach,10/6/16 0:02,10/6/16 0:03,42144f7d36
91ffd8ece44cf2da2a610f62e3b7f161,Male,College of LAS,-1,-1,1,-1,0,1,0,1,1,1,1,1,1,1,0,-1,-1,-1,-1,1,1,-1,0,1,1,1,1,1,0,,10/6/16 0:01,10/6/16 0:03,f73aebfb19
2ba94fbd61794b0ab9f1cdd5528f8cb7,Female,College of LAS,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,,10/6/16 0:04,10/6/16 0:06,cc702ffcb0
4f394465e1a4c8609fa54bbcbf261429,Female,DGS,0,1,1,0,1,1,0,1,1,1,-1,1,-1,-1,0,1,-1,0,1,-1,1,0,-1,1,1,-1,1,1,-1,Red Bull vodka  ,10/6/16 0:10,10/6/16 0:12,628aee83e2
162d078626a08fecbe6b3dad5f30852c,Female,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orange juice ,10/6/16 0:14,10/6/16 0:16,9ac9296588
5f9c07c9aaed87d1a7a9a35169c5fae3,Other,DGS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Orange Juice, Coke, Diet Rite",10/6/16 0:19,10/6/16 0:21,6cbe48251f
7cd8c77adbe9638f5ff56c4d4cb471f9,Male,College of Engineering,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,"Kamikaze, Negroni, Daquiri, Manhattan, Cuba Libre, B-52",10/6/16 0:20,10/6/16 0:24,a229dbaeec
526383f47deccdcecf16348a886e02e3,Male,College of ACES,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,,10/6/16 1:35,10/6/16 1:36,2d956e38cf
9dde8b1dde0e50c713e39d25f9d10ff6,Male,College of LAS,-1,1,1,0,-1,1,0,1,1,1,0,1,0,0,0,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,0,,10/6/16 1:51,10/6/16 1:53,f3772f3fc5
38a074a99a39570b226cf12f7357c8e9,Female,Other,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,-1,1,1,0,0,1,1,1,1,1,0,0,Caipirinha,10/6/16 2:02,10/6/16 2:05,98a76191e6
f8ea06a0d6bdd18fdb5e36d3bd6d6976,Male,Other,0,0,-1,0,1,1,0,1,-1,-1,1,1,0,0,0,1,0,-1,1,0,1,-1,1,0,0,1,1,1,-1,,10/6/16 2:30,10/6/16 2:33,b9a6688e09
2245d1fb308f55f25f7294bfe61e0135,Male,College of LAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/6/16 3:04,10/6/16 3:05,bc752ba9f3
e4b5f44aa905486f16467b3887fd9156,Male,College of LAS,0,0,1,-1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,,10/6/16 4:40,10/6/16 4:43,574baab82d
5ba9c1e8f16a33c3be7ef0122b49c69c,Female,Other,-1,-1,1,1,1,1,0,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,,10/6/16 5:04,10/6/16 5:05,caf35552c4
935461376f0cd3d4eb542b469fc6b32d,Female,College of LAS,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,,10/6/16 5:26,10/6/16 5:28,bc752ba9f3
f3d217edf67366c8b3aeea894345aeaf,Female,College of LAS,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,0,0,0,1,,-1,0,1,0,0,0,0,0,0,0,Jungle juice ;),10/6/16 5:54,10/6/16 5:56,e4b388eee7
1cb75cee24f2ddab747d9b06237347c3,Male,College of LAS,1,1,-1,1,1,1,0,0,1,1,1,-1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,10/6/16 6:13,10/6/16 6:16,9d730a1a9f
1beb261e8ee0103e4012e01ab56622b9,Male,College of Engineering,0,1,1,-1,1,0,0,1,1,1,0,0,0,1,0,-1,0,1,-1,1,0,0,1,0,1,1,1,-1,1,Mudslide,10/6/16 15:18,10/6/16 15:20,963fbb0ac7
45232298dd25d870273f4f579241f826,Female,College of Engineering,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,"Vodka water lime, wine",10/6/16 15:47,10/6/16 15:49,00494821f7
d7708153a4b4ade2f7d904751ab8cb4e,Female,College of Engineering,1,0,1,0,0,1,0,0,-1,0,1,-1,0,0,0,-1,0,0,1,0,1,0,1,0,0,0,1,-1,0,,10/6/16 17:28,10/6/16 17:30,bf8d51d43f
82f5bdd2e28f1a6471e1c00e26700579,Male,College of LAS,0,0,1,0,1,1,0,1,1,-1,-1,-1,0,0,0,1,-1,1,0,0,0,1,1,-1,0,0,1,1,-1,"Gem Clear, Handle Puuls",10/6/16 17:35,10/6/16 17:38,946d468985
8f70f99b3657e56a9b851575d51c0ec9,Male,College of Engineering,0,-1,-1,-1,-1,1,0,-1,-1,1,0,,0,0,1,1,0,1,0,1,1,-1,1,1,0,0,1,1,0,,10/6/16 17:37,10/6/16 17:41,4c475a7195
3097b9e455cd8220cad58b00c5aeafa1,Male,Other,0,0,-1,0,-1,1,0,1,1,-1,0,-1,1,1,0,-1,0,-1,1,0,1,0,0,0,1,0,1,1,0,,10/6/16 17:58,10/6/16 18:01,d32a46457c
9b986022a6cc4578871979e5eb6c0726,Male,College of Engineering,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,"Jager Bombs, Wine, Beer",10/6/16 18:49,10/6/16 18:51,4d91192849
6d5d95684126ae2df3049f9dacd77072,Male,College of Engineering,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-1,0,1,0,1,0,1,0,0,0,1,1,1,0,,10/6/16 19:04,10/6/16 19:05,175668d863
946ddb8c284a972d9f696430697c3e9a,Male,College of LAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,10/6/16 19:23,10/6/16 19:25,adda0f9b30
be2c99fd098eac4cbeafc00dc4421180,Male,DGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/6/16 23:50,10/6/16 23:52,807d12718c
9d6e703519759d75e6f0e2df5e7d801b,Male,College of Engineering,0,1,1,0,0,1,0,1,1,1,1,-1,-1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,,10/6/16 23:59,10/7/16 0:00,664b3daae4
5825ff987331570162c811fbd425b5c7,Female,College of Engineering,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,,10/7/16 4:22,10/7/16 4:24,7468d0fa2b
df8305f065afef2725e4b4b3b72a1cdc,Male,College of Engineering,1,1,1,0,1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,,10/7/16 5:20,10/7/16 5:21,da3a7faca6
122ba959049de554f8da16d08e73d9a0,Male,College of Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,,10/7/16 14:18,10/7/16 14:19,2a83042b9c
1995c091c2d6e44dc830e45cc476621e,Female,Other,-1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,,1,1,1,1,0,Fireball and coke ,10/7/16 15:21,10/7/16 15:24,00083f4fc8
879dc2c833bb9f1c4f188290acedc5cb,Male,College of Engineering,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-1,-1,-1,1,1,1,1,1,0,0,1,1,1,0,Vodka water lime,10/8/16 20:31,10/8/16 20:33,d9d6176797
3251862a181d96fc48aacf32e4978407,Male,Other,1,-1,-1,0,1,1,0,0,1,0,-1,0,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,1,1,0,,10/9/16 3:52,10/9/16 3:55,d0b1950ef3
28ef0a67d8b31f03cf86f51729b75212,Female,College of Engineering,0,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,,10/9/16 23:25,10/9/16 23:27,e931dfe036
